HITECHCORP,General Industrials
BLOOM,General Industrials
FILATEX,"Textiles, Apparels & Accessories"
STDSFAC,Chemicals & Petrochemicals
MERCATOR,Transportation
MORGAN,Other Financial Services
AMRAPLIN,Commercial Services & Supplies
PREMEXPLQ,Chemicals & Petrochemicals
MIDEASTP,Other Financial Services
MOLDTEK,Software & Services
CRSTCHM,Chemicals & Petrochemicals
MPHASIS,Software & Services
MEDINOV,Healthcare Services
DIVSHKT,Construction Materials
ORIENTLTD,General Industrials
SHREYASI,Chemicals & Petrochemicals
PANJON,"Food, Beverages & Tobacco"
PARTIND,Automobiles & Auto Components
DUROPACK,General Industrials
SWARNSAR,"Textiles, Apparels & Accessories"
GANESHHOUC,Realty
NMDC,Metals & Mining
CINDHO,"Hotels, Restaurants & Tourism"
PATINTLOG,Transportation
ALPHAGEO,Oil & Gas
RPIL,Realty
KKALPANAIND,General Industrials
OKPLA,Consumer Durables
KRITIIND,General Industrials
WELTI,"Textiles, Apparels & Accessories"
ASMTEC,Software & Services
PERFEPA,Forest Materials
VISIONCINE,Media
INDRANIB,"Food, Beverages & Tobacco"
EUROLED,"Textiles, Apparels & Accessories"
WINSOMBR,"Food, Beverages & Tobacco"
ELEFLOR,"Food, Beverages & Tobacco"
SKYIND,"Textiles, Apparels & Accessories"
PHOENXINTL,"Textiles, Apparels & Accessories"
AARVINFRA,"Textiles, Apparels & Accessories"
RISHIROOP,General Industrials
PROMACT,General Industrials
STRGRENWO,"Hotels, Restaurants & Tourism"
SYSTMTXC,Other Financial Services
ALPINEHOU,Realty
SANGHIIND,Construction Materials
WWALUM,Commercial Services & Supplies
SFPIL,Chemicals & Petrochemicals
SCANPGEOM,Software & Services
CHOKSILA,Healthcare Services
CCHHL,"Hotels, Restaurants & Tourism"
SALGUTI,General Industrials
LONTE,"Food, Beverages & Tobacco"
MIDWEST,Construction Materials
ENTRINT,Commercial Services & Supplies
TECHIN,Realty
TPLPLAST,General Industrials
WIMPLAST,General Industrials
PHOTOQUP,Consumer Durables
LIBERTSHOE,"Textiles, Apparels & Accessories"
LIPPISYS,Capital Goods
ELECTHERM,General Industrials
BLUEDART,Transportation
EXPOGAS,General Industrials
NATPLAS,General Industrials
MFLINDIA,Transportation
AJWAFUN,"Hotels, Restaurants & Tourism"
TEXELIN,General Industrials
RAYALEMA,"Hotels, Restaurants & Tourism"
MIRZAINT,"Textiles, Apparels & Accessories"
TFCILTD,Other Financial Services
THAKDEV,Realty
ARENTERP,Capital Goods
BIL,"Textiles, Apparels & Accessories"
KAMATHOTEL,"Hotels, Restaurants & Tourism"
POLOHOT,"Hotels, Restaurants & Tourism"
ECOPLAST,General Industrials
ELEMARB,Commercial Services & Supplies
ADARSHPL,Chemicals & Petrochemicals
HPBL,General Industrials
NICCOPAR,"Hotels, Restaurants & Tourism"
NTCIND,"Food, Beverages & Tobacco"
SANDESH,Media
GARNET,Capital Goods
GOLDIAM,"Textiles, Apparels & Accessories"
BRIGHTBR,General Industrials
CORPOCO,Transportation
SHAWGELTIN,Chemicals & Petrochemicals
PGFOILQ,Metals & Mining
GRATEXI,Forest Materials
VELHO,"Hotels, Restaurants & Tourism"
HOWARHO,"Hotels, Restaurants & Tourism"
VALIANT,Telecommunications Equipment
DRAGARWQ,Healthcare Services
MHSGRMS,Transportation
GREENPLY,Forest Materials
SEAMECLTD,Transportation
RAGHUNAT,"Food, Beverages & Tobacco"
CHEVIOT,Forest Materials
DAICHI,Chemicals & Petrochemicals
RAJINFRA,Realty
SPICEISL,"Textiles, Apparels & Accessories"
CONFIPET,Oil & Gas
SIPL,Capital Goods
ASHSI,Metals & Mining
BANARBEADS,"Textiles, Apparels & Accessories"
AREXMIS,"Textiles, Apparels & Accessories"
BI,Healthcare Equipment & Supplies
ISFL,Other Financial Services
RISHILASE,Capital Goods
JAINCO,Commercial Services & Supplies
INTECCAP,Other Financial Services
RAJGASES,Oil & Gas
SIDDHEGA,Commercial Services & Supplies
63MOONS,Software & Services
SARLAPOLY,"Textiles, Apparels & Accessories"
MKTCREAT,Other Financial Services
HFIL,"Food, Beverages & Tobacco"
SONALAD,Chemicals & Petrochemicals
PADMAIND,Chemicals & Petrochemicals
21STCENMGM,Other Financial Services
HRYNSHP,Capital Goods
ARUNIS,Other Financial Services
TYROON,"Food, Beverages & Tobacco"
LAOPALA,Consumer Durables
STYLAMIND,Forest Materials
VENUSREM,Pharmaceuticals & Biotechnology
WOODSVILA,"Hotels, Restaurants & Tourism"
TRANSFIN,Other Financial Services
GUJCRAFT,General Industrials
DHOOTIN,Commercial Services & Supplies
CRIMSON,General Industrials
SHBAJRG,Diversified
ASHOKRE,"Food, Beverages & Tobacco"
URJAGLOBA,Capital Goods
ASHAPURMIN,Metals & Mining
SHREEPAC,Healthcare Equipment & Supplies
GUJALKALI,Chemicals & Petrochemicals
INDIACEM,Construction Materials
JKTYRE,Automobiles & Auto Components
MANGCHEFER,Chemicals & Petrochemicals
SIL,"Textiles, Apparels & Accessories"
JUBLPHARMA,Pharmaceuticals & Biotechnology
THEINVEST,Other Financial Services
SAMYAKINT,Commercial Services & Supplies
AADIIND,Chemicals & Petrochemicals
SANTOSHF,"Textiles, Apparels & Accessories"
ACKNIT,"Textiles, Apparels & Accessories"
TITANSEC,Other Financial Services
REALECO,Oil & Gas
HRMNYCP,Commercial Services & Supplies
YASHRAJC,General Industrials
LORDSHOTL,"Hotels, Restaurants & Tourism"
CSLFINANCE,Other Financial Services
SANGHVIMOV,Transportation
SELAN,Oil & Gas
FRSHTRP,"Food, Beverages & Tobacco"
FAZE3Q,"Textiles, Apparels & Accessories"
PRADHIN,Metals & Mining
ANUPAM,Other Financial Services
RAJPACK,General Industrials
PRIVISCL,Chemicals & Petrochemicals
NATRAJPR,"Food, Beverages & Tobacco"
SAMRATPH,Pharmaceuticals & Biotechnology
NPRFIN,Other Financial Services
NILE,General Industrials
UDAICEMENT,Construction Materials
AMCOIND,Chemicals & Petrochemicals
OPTIEMUS,Telecommunications Equipment
KREONFIN,Other Financial Services
KISAN,General Industrials
VIJAYTX,Commercial Services & Supplies
GARODCH,Commercial Services & Supplies
KERALAYUR,Pharmaceuticals & Biotechnology
MONGIPA,Other Financial Services
MOHITPPR,Forest Materials
DAULAT,Other Financial Services
OSCARGLO,"Textiles, Apparels & Accessories"
ODYSSEY,Software & Services
SPSINT,Commercial Services & Supplies
RSCINT,"Textiles, Apparels & Accessories"
SURATEX,"Textiles, Apparels & Accessories"
ATHARVENT,Other Financial Services
FUNDVISER,Other Financial Services
THEMISMED,Pharmaceuticals & Biotechnology
KALLAM,"Textiles, Apparels & Accessories"
BRAWN,Pharmaceuticals & Biotechnology
FORINTL,Commercial Services & Supplies
KINGSINFR,Realty
NUTRICIRCLE,"Textiles, Apparels & Accessories"
SUBSM,"Textiles, Apparels & Accessories"
AUROLAB,Pharmaceuticals & Biotechnology
KJMCFIN,Other Financial Services
SUVEN,Pharmaceuticals & Biotechnology
ARYAMAN,Other Financial Services
BRIDGESE,Other Financial Services
RAJTUBE,General Industrials
KAYPOWR,Forest Materials
INTSTOIL,Transportation
GLOBALCA,Other Financial Services
SAINIK,Construction Materials
SABOOBR,Capital Goods
SPCAPIT,Commercial Services & Supplies
PAOS,"Food, Beverages & Tobacco"
KOTHARIPRO,Commercial Services & Supplies
PICCADIL,"Food, Beverages & Tobacco"
CHAMANSEQ,"Food, Beverages & Tobacco"
CHANDRAP,Commercial Services & Supplies
KIMIABL,Pharmaceuticals & Biotechnology
HINDTIN,General Industrials
GODAVARI,Pharmaceuticals & Biotechnology
PREMCO,"Textiles, Apparels & Accessories"
MUKESHB,Other Financial Services
GENUSPOWER,Capital Goods
ASIANENE,Oil & Gas
KBSINDIA,Other Financial Services
SEAGOLD,"Food, Beverages & Tobacco"
UGARSUGAR,"Food, Beverages & Tobacco"
ORIENTBELL,Consumer Durables
NRBBEARING,Capital Goods
VAMSHIRU,Automobiles & Auto Components
NILA,Realty
DBSTOCKBRO,Other Financial Services
VINYOFL,Chemicals & Petrochemicals
JINDCAP,Other Financial Services
EPIC,Other Financial Services
SUMEDHA,Other Financial Services
KUWERIN,Chemicals & Petrochemicals
CHOKSI,Consumer Durables
ASHISHPO,General Industrials
ADORFO,Commercial Services & Supplies
SHIVAAGRO,Chemicals & Petrochemicals
SIDDHA,Other Financial Services
KIRANSY-B,"Textiles, Apparels & Accessories"
SUMERUIND,Commercial Services & Supplies
RUNGTAIR,General Industrials
VALSONQ,"Textiles, Apparels & Accessories"
SABOOSOD,"Food, Beverages & Tobacco"
GSLSEC,Other Financial Services
TINNARUBR,Chemicals & Petrochemicals
VIKRAMTH,Pharmaceuticals & Biotechnology
STRATMONT,Commercial Services & Supplies
AKCAPIT,Other Financial Services
RELAXO,"Textiles, Apparels & Accessories"
VIRAT,"Textiles, Apparels & Accessories"
SHEETAL,"Textiles, Apparels & Accessories"
TERAI,"Food, Beverages & Tobacco"
MANRAJH,Other Financial Services
COSCO,Diversified
SHILPAMED,Pharmaceuticals & Biotechnology
PARACABLES,Capital Goods
NCLRESE,Other Financial Services
EXPLICITFIN,Commercial Services & Supplies
LADDERUP,Other Financial Services
UYFINCORP,Other Financial Services
EKAMLEA,Commercial Services & Supplies
SWASTIKA,Other Financial Services
PRIMAPLA,General Industrials
TELECANOR,Software & Services
CARNATIN,General Industrials
STURDY,General Industrials
GARGFUR,Metals & Mining
SAMPRE,"Food, Beverages & Tobacco"
AAIL,Capital Goods
VIPULORG,Chemicals & Petrochemicals
ECORECO,Hardware Technology & Equipment
GOODLUCK,General Industrials
GOYALASS,Other Financial Services
ZENITHHE,Pharmaceuticals & Biotechnology
YORKEXP,"Textiles, Apparels & Accessories"
SUPREME,Realty
PITHP,General Industrials
LYKISLTD,Household & Personal Products
PRIMEPRO,Realty
ZENLABS,Commercial Services & Supplies
FLORATX,"Textiles, Apparels & Accessories"
GOWRALE,Other Financial Services
JAGANLAM,Automobiles & Auto Components
AJEL,Software & Services
ASITCFIN,Other Financial Services
NOVAPUB,Media
SUPERBAK,"Food, Beverages & Tobacco"
OVOBELE,"Food, Beverages & Tobacco"
INDOASIAF,Other Financial Services
CORNE,Forest Materials
STERTOOLS,Automobiles & Auto Components
INFRAIND,General Industrials
DYNAMICP,Other Financial Services
INLANPR,Commercial Services & Supplies
CEEJAY,Other Financial Services
SUNCITYSY,"Textiles, Apparels & Accessories"
SHGANEL,Commercial Services & Supplies
ANNAINFRA,Other Financial Services
BHAGIL,Chemicals & Petrochemicals
BNRUDY,Software & Services
KRBL,"Food, Beverages & Tobacco"
REFNOL,Chemicals & Petrochemicals
SSPDL,Realty
DAIKAFFI,Chemicals & Petrochemicals
CILSEC,Other Financial Services
CLIOINFO,Software & Services
SHRIBCL,Consumer Durables
CUPID,Household & Personal Products
SUNSHIEL,Chemicals & Petrochemicals
HIPOLIN,Household & Personal Products
GDLLEAS,Other Financial Services
CHEMBOND,Chemicals & Petrochemicals
CIFL,Other Financial Services
ABVL,Other Financial Services
SUCROSA,Chemicals & Petrochemicals
ALKA,"Textiles, Apparels & Accessories"
NGIND,Healthcare Services
ASIAPAK,"Textiles, Apparels & Accessories"
SAINDUS,Other Financial Services
ERPSOFT,Commercial Services & Supplies
JRFOODS,"Food, Beverages & Tobacco"
RRSECUR,Commercial Services & Supplies
REMSONSIND,Automobiles & Auto Components
RAMSONS,Other Financial Services
EUROASIA,Commercial Services & Supplies
RAMINFO,Software & Services
SUNILAGR,"Food, Beverages & Tobacco"
DIANATEA,"Food, Beverages & Tobacco"
VIKASECO,Chemicals & Petrochemicals
IOC,Oil & Gas
ALFAICA,General Industrials
SKCIL,Construction Materials
INDIAHOME,Other Financial Services
ROOPAIND,Pharmaceuticals & Biotechnology
SARTHAKGL,Commercial Services & Supplies
UNIQUEO,"Food, Beverages & Tobacco"
BALAMINES,Chemicals & Petrochemicals
SWRNASE,Other Financial Services
ARISE,Commercial Services & Supplies
VISAGAR,Other Financial Services
LIBORD,Other Financial Services
JRELTD,Automobiles & Auto Components
COMPEAU,Commercial Services & Supplies
ZDHJERK,Healthcare Services
NEELKAN,Construction Materials
VINTAGES,Other Financial Services
OSWALOR,"Food, Beverages & Tobacco"
CONTILI,Commercial Services & Supplies
VIJSOLX,"Food, Beverages & Tobacco"
SHRIKRISH,Realty
ALANKIT,Commercial Services & Supplies
NIHARINF,Software & Services
UNITDCR,Other Financial Services
OMINFRAL,Capital Goods
ISHANCH,Chemicals & Petrochemicals
GOTHIPL,Consumer Durables
BALUFORGE,Capital Goods
CEENIK,"Textiles, Apparels & Accessories"
PATELENG,Capital Goods
MENAMANI,Other Financial Services
INANI,Construction Materials
GEMSI,Commercial Services & Supplies
MEDICAMEQ,Pharmaceuticals & Biotechnology
ALICON,Automobiles & Auto Components
DILIGENT,"Food, Beverages & Tobacco"
EPSOMPRO,Pharmaceuticals & Biotechnology
ALFAVIO,Other Financial Services
ORGCOAT,Chemicals & Petrochemicals
CATVISION,Commercial Services & Supplies
ABMKNO,Software & Services
EMAMILTD,Household & Personal Products
KEMISTAR,Chemicals & Petrochemicals
SKPSEC,Other Financial Services
PRANAVSP,"Textiles, Apparels & Accessories"
SYSCHEM,Pharmaceuticals & Biotechnology
BLSINFOTE,Software & Services
MEFCOMCAP,Other Financial Services
HEMANG,Commercial Services & Supplies
ARMANFIN,Other Financial Services
TAVERNIER,Commercial Services & Supplies
GAGANPO,Commercial Services & Supplies
GLANCE,Other Financial Services
SHILCTECH,Capital Goods
BRANDREAL,Commercial Services & Supplies
TINEAGRO,Commercial Services & Supplies
NUCLEUS,Software & Services
COLINZ,Pharmaceuticals & Biotechnology
WELLNESS,Other Financial Services
NLFL,Other Financial Services
MANAPPURAM,Other Financial Services
RTSPOWR,Capital Goods
COMFINTE,Other Financial Services
MAYURFL,Construction Materials
ANJANI,"Textiles, Apparels & Accessories"
XTGLOBAL,Software & Services
DECOMIC,Chemicals & Petrochemicals
RANDER,Other Financial Services
RASIELEC,Capital Goods
SCOOBEEDAY,"Textiles, Apparels & Accessories"
CITIPOR,Other Financial Services
DHRUVCA,Other Financial Services
SHAMROIN,Commercial Services & Supplies
LINC,Household & Personal Products
PRIMAIN,"Food, Beverages & Tobacco"
ANERI,Other Financial Services
INDGELA,Chemicals & Petrochemicals
OPTIFIN,Other Financial Services
PARAGONF,Other Financial Services
PRATIKSH,Chemicals & Petrochemicals
ESHAMEDIA,Media
SUNEDISON,Utilities
PROGREXV,"Food, Beverages & Tobacco"
VSTTILLERS,Capital Goods
B2BSOFT,Software & Services
NIKKIGL,Other Financial Services
RADHEDE,Realty
KINETRU,Other Financial Services
ELIXIR,Other Financial Services
TRISHAKT,Other Financial Services
PANKAJPO,General Industrials
PGINDST,Construction Materials
CINDRELL,Other Financial Services
NATPLASTI,General Industrials
LEADFIN,Other Financial Services
NATFIT,General Industrials
ARTEFACT,Commercial Services & Supplies
NUTECGLOB,"Textiles, Apparels & Accessories"
DHPIND,Capital Goods
RRIL,"Textiles, Apparels & Accessories"
AVAILFC,Other Financial Services
INTCAPM,Other Financial Services
HAVISHA,Oil & Gas
JAYIND,"Textiles, Apparels & Accessories"
ROSELABS,Other Financial Services
CHARMS,Other Financial Services
KRETTOSYS,Realty
VIKALPS,Commercial Services & Supplies
ZYDUSWELL,"Food, Beverages & Tobacco"
WINPRO,Other Financial Services
MILESTONE,Construction Materials
BERVINL,Other Financial Services
GUJINV,Other Financial Services
CONCOR,Transportation
EASTRED,Automobiles & Auto Components
PANACEABIO,Pharmaceuticals & Biotechnology
PEETISEC,"Textiles, Apparels & Accessories"
CHOICEIN,Other Financial Services
SRAMSET,Other Financial Services
GOLECHA,Commercial Services & Supplies
PARAMONE,Capital Goods
THEBYKE,"Hotels, Restaurants & Tourism"
CSURGSU,Healthcare Equipment & Supplies
ARIHANT,Realty
HASTIFIN,Other Financial Services
UPSURGE,Other Financial Services
PADAMCO,"Textiles, Apparels & Accessories"
WOMENNET,Software & Services
POLYCON,General Industrials
SOURCENTRL,Pharmaceuticals & Biotechnology
GGAUTO,Automobiles & Auto Components
ALMONDZ,Other Financial Services
LWSKNIT,Commercial Services & Supplies
ANSINDUS,"Food, Beverages & Tobacco"
ALCHCORP,Chemicals & Petrochemicals
RADIXIND,Household & Personal Products
KIRANPR,Commercial Services & Supplies
NARPROP,Realty
MEGACOR,Other Financial Services
TNPL,Forest Materials
SHAKTIPUMP,Capital Goods
SYTIXSE,Other Financial Services
SUNGOLD,Other Financial Services
SAFFRON,Forest Materials
PWASML,"Textiles, Apparels & Accessories"
GOLDTECH,Software & Services
VARDHMAN,Construction Materials
GRMOVER,"Food, Beverages & Tobacco"
MOHITIND,"Textiles, Apparels & Accessories"
POLYLINK,Chemicals & Petrochemicals
MINAXI,"Textiles, Apparels & Accessories"
CONTICON,Capital Goods
NOUVEAU,Commercial Services & Supplies
DUKEOFS,Oil & Gas
CYBELEIND,Capital Goods
CGVAK,Software & Services
NAVKAR,Realty
MADHUCON,Capital Goods
SYBLY,"Textiles, Apparels & Accessories"
RAJESHEXPO,"Textiles, Apparels & Accessories"
ESARIND,Commercial Services & Supplies
MARIS,"Textiles, Apparels & Accessories"
INDERGR,Other Financial Services
SKRABUL,Commercial Services & Supplies
EVEREADY,Household & Personal Products
STEP2COR,Other Financial Services
ORIENTTR,Media
VIKASPROP,"Food, Beverages & Tobacco"
DESHRAK,Pharmaceuticals & Biotechnology
ACESOFT,Software & Services
HATSUN,"Food, Beverages & Tobacco"
ECOM,Software & Services
RISHDIGA,Metals & Mining
MAINFRA,Capital Goods
KOBO,Chemicals & Petrochemicals
JINDWORLD,"Textiles, Apparels & Accessories"
SOMANYCERA,Consumer Durables
JHACC,Other Financial Services
RAGHUTOB,Realty
DRL,Commercial Services & Supplies
CORALFINAC,Other Financial Services
AROMAENT,Commercial Services & Supplies
SANJIVIN,Pharmaceuticals & Biotechnology
VASINFRA,Realty
KMFBLDR,Realty
BERYLSE,Other Financial Services
RAP,Other Financial Services
DEVINE,Commercial Services & Supplies
BAMPSL,Other Financial Services
GENPHARMA,Chemicals & Petrochemicals
INCON,Capital Goods
CGCL,Other Financial Services
FDC,Pharmaceuticals & Biotechnology
GOGIACAP,Other Financial Services
GORANIN,Consumer Durables
KGPETRO,"Textiles, Apparels & Accessories"
STARCOM,Software & Services
COUNCODOS,Realty
OROSMITHS,"Textiles, Apparels & Accessories"
TEJASSVI,"Textiles, Apparels & Accessories"
LINCOPH,Pharmaceuticals & Biotechnology
SILVOAK,"Food, Beverages & Tobacco"
PRAVEG,Media
SURAJLTD,General Industrials
SICL,Realty
MARICO,Household & Personal Products
TOKYOFIN,Other Financial Services
MAHAVIRIND,Metals & Mining
NATGENI,Metals & Mining
THIRDFIN,Other Financial Services
HITTCO,Capital Goods
RRMETAL,Commercial Services & Supplies
VISIONCO,Media
INANISEC,Other Financial Services
ANKIN,"Textiles, Apparels & Accessories"
VAGHANI,"Food, Beverages & Tobacco"
ARISINT,Software & Services
MAYUR,"Textiles, Apparels & Accessories"
AMARDEE,General Industrials
PRITHVIEXCH,Other Financial Services
RAINBOWF,Realty
TRICOMFRU,"Food, Beverages & Tobacco"
VIDHIING,Chemicals & Petrochemicals
BHAGCHEM,Chemicals & Petrochemicals
PANCHSHEEL,Pharmaceuticals & Biotechnology
MENNPIS,Automobiles & Auto Components
PRISMFN,Other Financial Services
GREENCREST,Commercial Services & Supplies
GENNEX,Pharmaceuticals & Biotechnology
HIRAUTO,Commercial Services & Supplies
GINISILK,Commercial Services & Supplies
PRAENG,Realty
BIOGEN,Commercial Services & Supplies
GKCONS,Other Financial Services
APOLLOPIPES,General Industrials
UNJHAFOR,Pharmaceuticals & Biotechnology
POLYMED,Healthcare Equipment & Supplies
KACHCHH,Metals & Mining
KACL,Commercial Services & Supplies
KCLINFRA,Capital Goods
ATULAUTO,Automobiles & Auto Components
SCANPRO,Construction Materials
PRERINFRA,Realty
METALCO,General Industrials
GANGAPA,Forest Materials
TIRSARJ,Realty
NUWAY,Commercial Services & Supplies
MUNOTHFI,Other Financial Services
RODIUM,Realty
NATHUEC,"Food, Beverages & Tobacco"
INDUSFINL,Other Financial Services
LAHOTIOV,Commercial Services & Supplies
TRINITYLEA,Other Financial Services
ASTAR,"Textiles, Apparels & Accessories"
ORIRAIL,General Industrials
JOINDRE,Other Financial Services
BHARATAGRI,Chemicals & Petrochemicals
UNITINT,Chemicals & Petrochemicals
SACHEMT,Metals & Mining
ANJANIFIN,Other Financial Services
PIONDIST,"Food, Beverages & Tobacco"
GMETCOAL,Commercial Services & Supplies
SVAINDIA,Commercial Services & Supplies
RAHME,"Textiles, Apparels & Accessories"
REXNORD,Capital Goods
KHANDSE,Other Financial Services
SAWABUSI,Commercial Services & Supplies
CCLINTER,Transportation
GALLOPENT,Realty
CROISSANCE,Realty
GALAGEX,Capital Goods
GOPAIST,General Industrials
HINDAPL,Commercial Services & Supplies
AGARIND,Chemicals & Petrochemicals
DHAMPURE,"Food, Beverages & Tobacco"
SHAQUAK,"Food, Beverages & Tobacco"
GOLCA,Consumer Durables
INNOCORP,General Industrials
SARTHAKIND,General Industrials
SAICAPI,Commercial Services & Supplies
SERVOTEACH,Capital Goods
CHADPAP,Forest Materials
VERTEX,Other Financial Services
RIBATEX,"Textiles, Apparels & Accessories"
SHREMETAL,Other Financial Services
IITLPROJ,Realty
HARIGOV,"Textiles, Apparels & Accessories"
CHLOGIST,Transportation
AMBIKCO,"Textiles, Apparels & Accessories"
HINDALUMI,Metals & Mining
SENINFO,Software & Services
SPECFOOD,"Food, Beverages & Tobacco"
AMRAAGRI,"Textiles, Apparels & Accessories"
AUTOPINS,Automobiles & Auto Components
ODYCORP,Other Financial Services
INDCTST,Metals & Mining
SAMINDUS,Real Estate Investment
SHVFL,Commercial Services & Supplies
POOJAENT,Media
GRAVITY,"Textiles, Apparels & Accessories"
WELLESLEY,Realty
LCCINFOTEC,Software & Services
FILATFASH,"Textiles, Apparels & Accessories"
RBGUPTA,Other Financial Services
SINDHUTRAD,Commercial Services & Supplies
JAINSTUDIO,Media
UNISTRMU,Media
ZENOTECH,Pharmaceuticals & Biotechnology
HINDBIO,Software & Services
FRONTCORP,Transportation
SWELECTES,Capital Goods
WALLFORT,Other Financial Services
KDDL,"Textiles, Apparels & Accessories"
ADIEXRE,Other Financial Services
ABHICAP,Other Financial Services
KILPEST,Chemicals & Petrochemicals
SUPRBPA,Forest Materials
MONIND,Metals & Mining
SHKALYN,Commercial Services & Supplies
SAGARPROD,Other Financial Services
INDOCITY,Software & Services
SBECSUG,"Food, Beverages & Tobacco"
MEGFI,Commercial Services & Supplies
BRIJLEAS,Other Financial Services
BSELINFRA,Realty
RELIABVEN,"Hotels, Restaurants & Tourism"
BANKBARODA,Banks
SMCREDT,Other Financial Services
MOHITE,"Textiles, Apparels & Accessories"
ANDHRACEMT,Construction Materials
SKMEGGPROD,"Food, Beverages & Tobacco"
WELCORP,Capital Goods
HOTLSILV,"Hotels, Restaurants & Tourism"
BANKINDIA,Banks
INDRAMEDCO,Healthcare Services
JOHNPHARMA,Commercial Services & Supplies
GAIL,Utilities
VAIBHAVGBL,"Textiles, Apparels & Accessories"
TRESCON,Other Financial Services
GUJSTATFIN,Other Financial Services
JKPAPER,Forest Materials
SAREGAMA,Media
MINOLTAF,Other Financial Services
ADROITINFO,Software & Services
CYBERTECH,Software & Services
ICICIBANK,Banks
CYIENT,Software & Services
ENGINERSIN,Commercial Services & Supplies
DHANBANK,Banks
GMDCLTD,Coal
GAYATRI,"Food, Beverages & Tobacco"
INDUSINDBK,Banks
ITDC,"Hotels, Restaurants & Tourism"
J&KBANK,Banks
CUB,Banks
ARCHIES,Consumer Durables
AXISBANK,Banks
HBSTOCK,Other Financial Services
SIELFNS,Other Financial Services
SOUTHBANK,Banks
ENERGYDEV,Utilities
SONATSOFTW,Software & Services
BENGALT,"Textiles, Apparels & Accessories"
NATIONALUM,Metals & Mining
INDNIPPON,Automobiles & Auto Components
NSIL,Other Financial Services
APARINDS,Capital Goods
ACCELYA,Software & Services
ORCHASP,Software & Services
HCLTECH,Software & Services
TCFCFINQ,Other Financial Services
GEOJITFSL,Other Financial Services
JINDALSTEL,Metals & Mining
BLBLIMITED,Other Financial Services
GLENMARK,Pharmaceuticals & Biotechnology
WOCKPHARMA,Pharmaceuticals & Biotechnology
TATACOFFEE,"Food, Beverages & Tobacco"
KJMCCORP,Other Financial Services
INDSWFTLAB,Pharmaceuticals & Biotechnology
GEPIL,Capital Goods
SHREERAMA,General Industrials
MAHLIFE,Realty
VAARAD,Other Financial Services
CADILAHC,Pharmaceuticals & Biotechnology
SHIVACEM,Construction Materials
CINEVISTA,Media
INTENTECH,Software & Services
DANLAW,Software & Services
AJANTPHARM,Pharmaceuticals & Biotechnology
HBPOR,Other Financial Services
HBESD,Realty
AMBICAAGAR,Commercial Services & Supplies
COMPUSOFT,Software & Services
OMNIAX,Software & Services
IZMO,Software & Services
TVSMOTOR,Automobiles & Auto Components
SOFTSOL,Software & Services
GATI,Transportation
SUBEX,Software & Services
TCI,Transportation
PADMALAYAT,Media
AKSHOPTFBR,Telecommunications Equipment
TRIVENI,"Food, Beverages & Tobacco"
MUKTAARTS,Media
NAGPI,Metals & Mining
DSSL,Software & Services
PNBGILTS,Other Financial Services
BCG,Software & Services
RAMCOIND,Construction Materials
RAMCOSYS,Software & Services
TTML,Telecom Services
VIRINCHI,Software & Services
WEPSOLN,Commercial Services & Supplies
STLTECH,Telecom Services
TIPSINDLTD,Media
MRO-TEK,Hardware Technology & Equipment
FIRSTFIN,Software & Services
BABA,Media
BALAJITELE,Media
TYCHE,Pharmaceuticals & Biotechnology
CALSOFT,Software & Services
PNC,Media
IOB,Banks
TAJGVK,"Hotels, Restaurants & Tourism"
CREATIVEYE,Media
AXISCADES,Software & Services
KONNDOR,Forest Materials
BSOFT,Software & Services
USGTECH,Software & Services
7TEC,Software & Services
AVANTEL,Telecommunications Equipment
MOSCHIP,Software & Services
MEGASOFT,Software & Services
TRANSCOR,Other Financial Services
VISESHINFO,Telecom Services
CEREBRAINT,Hardware Technology & Equipment
SMARTLINK,Hardware Technology & Equipment
GODREJCP,Household & Personal Products
GENUSPRIME,Chemicals & Petrochemicals
BFUTILITIE,Utilities
UNITDSPR,"Food, Beverages & Tobacco"
SANINFRA,Realty
OLECTRA,Capital Goods
MPSLTD,Diversified Consumer Services
RAINBOWDQ,"Textiles, Apparels & Accessories"
CERA,Consumer Durables
BHARTIARTL,Telecom Services
SHALIWIR,Metals & Mining
COMPUAGE,Hardware Technology & Equipment
GULPOLY,Chemicals & Petrochemicals
FAZE3AUTO,"Textiles, Apparels & Accessories"
PONNIERODE,"Food, Beverages & Tobacco"
PNB,Banks
OFSS,Software & Services
HAZOOR,Media
KAMAHOLD,Other Financial Services
MPFSL,Commercial Services & Supplies
APTECHT,Software & Services
UNIONBANK,Banks
UBL,"Food, Beverages & Tobacco"
ISMTLTD,Metals & Mining
NOIDATOLL,Transportation
GRANULES,Pharmaceuticals & Biotechnology
CANBK,Banks
BLIL,Other Financial Services
POKARNA,Construction Materials
DIVISLAB,Pharmaceuticals & Biotechnology
ASTRAMICRO,Capital Goods
RADICO,"Food, Beverages & Tobacco"
SHRIRAMCIT,Other Financial Services
MARUTI,Automobiles & Auto Components
RAJPALAYAM,"Textiles, Apparels & Accessories"
NAVINFLUOR,Chemicals & Petrochemicals
UCOBANK,Banks
BAGFILMS,Media
JSL,Metals & Mining
SUPRAJIT,Automobiles & Auto Components
TVSELECT,Hardware Technology & Equipment
IGL,Oil & Gas
TVTODAY,Media
PALRED,Software & Services
PETRONET,Oil & Gas
BIOCON,Pharmaceuticals & Biotechnology
PTC,Utilities
MAHABANK,Banks
